adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating cost,sold_price
"Hasselvägen 25, Åseda, Uppvidinge",57.17461221022847,15.341108158938251,99.0,899.0,93.0,0,0,None,1972,None,880 000
"Medlevägen 216, Medle, Skellefteå",64.73845084076353,20.71096896724978,162.0,1770.0,40.0,1,0,8.0,1978,41 481,3 600 000
"Klarbärsvägen 13, Kungsbacka, Kungsbacka",57.465642387764724,12.052205542989885,131.0,1096.0,None,1,0,6.0,1986,50 619,5 800 000
"Rävbergsvägen 21, Nora, Nora",59.500685686905996,15.042885381495838,112.0,925.0,112.0,1,0,4.0,1977,18 800,2 210 000
"Getabocksvägen 5, Visinge, Täby",59.46571658113315,18.05249331748218,147.0,842.0,33.0,1,1,6.0,1982,41 102,7 750 000
"Säckgatan 17, Rambodal, Norrköpings",58.566311251,16.2453905787,129.0,839.0,40.0,1,0,4.0,2000,38 465,4 500 000
"Nylundsgatan 55, Nylund, Värnamo",57.18929361827625,14.069428387329653,151.0,420.0,None,0,0,6.0,1975,49 775,2 550 000
"Nävekvarnsvägen 42, Örby, Stockholms",59.2701623189,18.0398122301,109.0,621.0,53.0,1,0,5.0,1939,50 444,8 000 000
"Klivinge 117, Rasbokil, Uppsala",60.02022630155105,17.849139143551277,170.0,2559.0,None,0,0,5.0,2009,43 804,3 750 000
"Pommern 16, Nykvarn, Södertälje",59.23520289425416,17.443992835484533,67.0,2390.0,None,1,0,3.0,1968,None,1 350 000
"Resteröds Lunden 217, Resteröd/Restenäs, Uddevalla",58.2488048972,11.8970528061,None,3453.0,None,0,0,None,None,None,2 100 000
"Nygårdsvägen 2, Tokarp, Jönköpings",57.7542937747,14.1288046153,115.0,715.0,34.0,1,0,5.0,1984,39 209,4 475 000
"Fjäll Nystuga 1, Mangskog, Arvika",59.78740500693969,12.74627880741182,126.0,3432.0,20.0,0,0,6.0,1909,41 969,450 000
"Sjöviksvägen 32, Sjövik, Finspångs",58.703819325704714,15.756233399947511,196.0,1155.0,138.0,1,1,8.0,1939,49 550,3 600 000
"Billerudsgatan 13, None, Grums",59.34640143103174,13.104679483821151,95.0,975.0,28.0,1,0,3.0,1938,33 297,600 000
"Smedvägen 28, Södertälje, Södertälje",59.19929259590597,17.59962022265469,144.0,1177.0,55.0,1,0,6.0,1963,74 709,4 450 000
"Brunnsvägen 3, Hedesunda, Gävle",60.439622408529345,17.23182532466331,128.0,1933.0,None,0,0,None,1966,None,2 900 000
"Holländaregatan 10, Ystad, Ystads",55.42843096025724,13.801039347689455,97.0,713.0,95.0,0,0,4.0,1964,54 880,2 950 000
"Korpralsgatan 7, Stenkällan/Husie, Malmö",55.5807360606,13.0756232575,128.0,651.0,128.0,0,0,5.0,1968,40 700,3 700 000
"Grisslevägen 6, Torekov, Båstads",56.41511451991447,12.637511539087072,122.0,900.0,None,0,0,5.0,2018,37 400,8 000 000
"Malmönvägen 151, Malmön, Köpings",59.4731064,16.06675,83.0,723.0,13.0,0,0,4.0,1909,None,800 000
"Finja 2517A, None, Hässleholms",56.1705742,13.6204729,150.0,9294.0,None,0,0,4.0,1960,None,3 050 000
"Vibble Vibblegatan 7, Vibble - Visby närområde, Gotlands",57.6002,18.2489815,112.0,1423.0,None,0,0,4.0,1700,42 992,3 400 000
"Karlarp Aspvägen 5, Karlarp, Höörs",55.9882469,13.6078024,99.0,1898.0,None,0,0,3.0,1964,44 340,1 395 000
"Bovallstrandsgatan 1E, Björkekärr, Göteborgs",57.7170334,12.0421066,146.0,344.0,60.0,0,0,6.0,1951,48 535,7 590 000
"Lärbro Kajlungs 3245, Lärbro - Norra Gotland, Gotlands",57.7745752975302,18.8280050834473,90.0,2492.0,None,0,0,3.0,1935,27 350,2 625 000
"Vårlöksgatan 7, Roslätt 2, Svedala",55.52285,13.2152538,138.0,572.0,27.0,0,0,6.0,1981,40 276,3 525 000
"Birgittagatan 2, None, Söderköpings",58.47529824414279,16.316904773622333,200.0,951.0,100.0,1,1,8.0,1937,49 500,6 495 000
"Bofinksvägen 2, Högstorp, Växjö",56.87805,14.842617,110.0,699.0,110.0,0,0,4.0,1965,31 694,3 000 000
"Ringvägen 9, None, Kungsörs",59.4219322,16.0917225,145.0,867.0,35.0,0,0,None,1939,37 856,2 340 000
"Brännögatan 16, Rydebäck, Helsingborgs",55.9743271,12.7710381,225.0,1453.0,None,0,0,7.0,1973,68 100,8 400 000
"Högtomtavägen 3, Sjömarken, Borås",57.7140579,12.8471,156.0,1094.0,30.0,0,0,5.0,2003,41 013,6 400 000
"Åbovägen 32, Högstorp, Växjö",56.8805275,14.8523817,180.0,550.0,None,0,0,6.0,1966,41 581,3 800 000
"Stenlo 3178 & 3179, None, Markaryds",56.5208244,13.4863329,267.0,4634.0,None,0,0,8.0,2016,20 318,2 775 000
"Wittensdalsvägen 3, Gribbylund, Täby",59.46801,18.095232,193.0,727.0,30.0,0,0,7.0,2002,34 790,11 500 000
"Frejs väg 1, Hörnefors, Umeå",63.6265373,19.91761,45.0,2405.0,45.0,0,0,3.0,1934,8 099,800 000
"Trolleholm 1752, Trolleholm, Svalövs",55.9075775,13.2840528,126.0,2212.0,16.0,0,0,5.0,1920,44 413,2 495 000
"Violvägen 1, Sparsör, Borås",57.8018045001705,13.0100686316663,165.0,1455.0,5.0,0,0,5.0,1953,34 650,4 500 000
"Älvstorpsvägen 18, Ekedalen, Tidaholms",58.19891859143424,13.843333991879842,112.0,1094.0,40.0,0,0,4.0,1974,26 300,1 700 000
"Skogsråvägen 17, Tomtebo/Nydalaviken, Umeå",63.79981,20.357996,145.0,840.0,None,0,0,6.0,2003,39 885,6 060 000
"Kolstigen 12, Långvik, Värmdö",59.2346954,18.51484,56.0,2957.0,None,0,0,3.0,1972,56 122,3 900 000
"Röttle Gatan 101, Röttle, Jönköpings",58.0036125,14.4503374,194.0,1373.0,None,0,0,6.0,2006,48 111,5 750 000
"Pomeransgatan 2, Holma, Svedala",55.5138,13.2176809,104.0,450.0,104.0,0,0,4.0,1969,43 089,3 900 000
"Kvarntorp Solborg 1, Kvarntorp, Nässjö",57.62755,14.6949778,114.0,6813.0,56.0,0,0,None,1947,None,400 000
"Hällmarkshöjden 6, Huddinge/ Västra Balingsnäs, Huddinge",59.2185045163453,18.006776116986433,120.0,None,None,1,0,5.0,2017,31 400,5 300 000
"Manhemsvägen 33, Skuru, Nacka",59.3209763,18.2194824,171.0,811.0,None,0,0,6.0,1998,65 381,13 300 000
"Tremansvägen 26, Höllviken, Vellinge",55.40744,12.9648113,48.0,1396.0,11.0,0,0,2.0,1937,12 774,5 600 000
"Violettgången 4, Näset, Göteborgs",57.630806,11.891695,106.0,1345.0,None,0,0,5.0,1983,44 000,6 000 000
"Ronnebygatan 27, Husensjö, Helsingborgs",56.04158,12.7226143,122.0,403.0,None,0,0,5.0,2001,29 576,4 800 000
"Södra Åby byaväg 204-0, Södra Åby - Nära Klagstorp, Trelleborgs",55.38560683389861,13.314137316676248,55.0,213.0,None,0,0,None,1850,None,595 000
"Skogsvägen 3, None, Hedemora",60.31466,15.915307,130.0,1351.0,130.0,0,0,5.0,1979,37 498,2 300 000
"Sandsjödal 270, Ale, Ale",57.8791656,12.1389294,85.0,3945.0,96.0,0,0,6.0,1976,28 927,3 425 000
"Rallaregatan 43, Västra Lersätter, Kils",59.5016823,13.2980757,171.0,574.0,5.0,0,0,5.0,1972,33 568,2 460 000
"Göjegatan 4, Svalöv, Svalövs",55.9152565,13.1066675,167.0,1118.0,50.0,0,0,6.0,1920,47 700,3 950 000
"Lulevägen 121, Sävast, Bodens",65.74522571075643,21.770696578984282,173.0,21121.0,33.0,0,0,5.0,1909,41 000,1 985 000
"Siriusvägen 43, Nolby, Sundsvalls",62.2948647,17.3604412,130.0,1092.0,72.0,0,0,6.0,1968,47 336,1 995 000
"Tygmästaregatan 13, Visby, Gotlands",57.63076,18.31226,123.0,653.0,13.0,0,0,4.0,2012,53 818,5 800 000
"Namn 309, Annersia, Östersunds",63.13628,14.6184645,170.0,2001.0,None,0,0,6.0,2011,28 509,5 500 000
"Sveavägen 24, Töjnan, Sollentuna",59.4195862,17.9378319,110.0,1127.0,40.0,0,0,4.0,1928,23 618,6 200 000
"Fallströmsgatan 17, Toltorpsdalen, Mölndals",57.6640129,11.9957561,158.0,773.0,22.0,0,0,5.0,1991,44 200,6 500 000
"Rönngatan 4, Östansjö, Hallsbergs",59.044384,14.9838619,80.0,854.0,28.0,0,0,4.0,1976,26 800,1 230 000
"Månskensvägen 18, Fasalt, Örkelljunga",56.3401264501,13.2420785983,95.0,5051.0,False,1,1,6.0,1955,32 241,1 825 000
"Lärarvägen 15, Bro - Gamla Bro, Upplands-Bro",59.5151872539,17.6330221549,64.0,1970.0,64.0,1,1,3.0,1940,42 475,3 520 000
"Gärdesvägen 5, Örsundsbro, Enköpings",59.732914,17.303658,113.0,1046.0,110.0,0,0,6.0,1968,36 896,3 000 000
"Eknö Furusundsvägen 414, Eknö, Norrtälje",59.66441,18.88503,78.0,3330.0,None,0,0,3.0,2000,40 557,3 200 000
"Lärkgatan 25, Kågeröd, Svalövs",56.0029710005,13.0937100012,110.0,1165.0,100.0,1,0,3.0,1969,45 015,2 150 000
"Hedbäcksvägen 21, Kållered | Labacka, Mölndals",57.6051636297,12.0297919465,152.0,1260.0,46.0,1,1,6.0,1964,59 792,6 200 000
"Saffransgatan 4, Roslätt, Svedala",55.5212391747,13.214158738,107.0,621.0,34.0,0,0,3.0,1977,27 365,3 500 000
"Barne-Åsaka Stora Flöttorp 704, Jonslund Med Omnejd, Essunga",58.1663080474,12.8417520426,135.0,2440.0,50.0,0,0,6.0,1909,67 738,935 000
"Blockstigen 8, Öckerö, Öckerö",57.7214528533,11.6466169566,217.0,1106.0,None,0,0,8.0,1970,55 616,6 100 000
"Rök Gärdstorp 1, None, Ödeshögs",58.2934341,14.7594624,92.0,3114.0,None,0,0,6.0,1909,None,2 295 000
"Tingsvägen 54, Stora Harrie, Kävlinge",55.8078323638,13.1513259671,77.0,8470.0,38.0,0,0,3.0,1940,52 500,2 160 000
"Hummelstad Ekbacken , Hummelstad, Västerviks",57.7853900173,16.2704519518,125.0,1255.0,15.0,1,1,4.0,1931,14 231,1 050 000
"Hammarberg 830, Kode, Kungälvs",57.94847,11.8571882,73.0,1632.0,15.0,0,0,3.0,1955,15 159,2 900 000
"Innerspåret 27, Visinge, Täby",59.4613835898,18.0594750577,129.0,254.0,False,1,1,3.0,1983,31 630,5 350 000
"Kornvägen 2, Bålsta - Uppåkra, Håbo",59.5797847624,17.5011276865,106.0,1025.0,106.0,1,0,6.0,1970,69 771,3 110 000
"Ulriksbergspromenaden 4, Väster, Växjö",56.8802719,14.79417,365.0,1195.0,62.0,0,0,12.0,1910,32 486,10 250 000
"Forsvägen 28, Knislinge, Östra Göinge",56.1921,14.08965,142.0,752.0,50.0,0,0,4.0,1965,10 000,1 450 000
"Skolgatan 20, Svenljunga, Svenljunga",57.49308,13.1190805,214.0,1228.0,None,0,0,8.0,None,49 473,2 800 000
"Skelleftehamnsvägen 36, Ursviken, Skellefteå",64.71896,21.137842,90.0,1043.0,False,0,0,3.0,1910,30 277,950 000
"Skrinnargatan 6, Närlunda, Askersunds",58.8868637,14.908143,103.0,856.0,45.0,0,0,4.0,1954,34 219,1 650 000
"Bränneslyckevägen 14, Brunnby, Höganäs",56.2607841,12.5718412,120.0,683.0,70.0,0,0,4.0,1890,28 000,3 600 000
"Vallbovägen 6, Falsterbo, Vellinge",55.3970261,12.8426552,300.0,1287.0,35.0,0,0,9.0,1958,65 272,13 000 000
"Gullkragevägen 8, Bollstanäs, Upplands Väsby",59.5010948,17.9520149,139.0,280.0,None,0,0,5.0,2004,40 448,5 125 000
"Lindmätargatan 5, Gånsta, Enköpings",59.6220879721,17.1104743103,138.0,1056.0,31.0,0,0,4.0,1989,27 650,4 500 000
"Skogstorp 205, Skepplanda, Ale",57.97153399852817,12.266775737275207,110.0,5155.0,80.0,1,0,5.0,1952,30 900,3 250 000
"Kärrstorpsvägen 27, Stehag, Eslövs",55.90052355054847,13.388285849337798,160.0,1973.0,99.0,1,1,7.0,1949,53 304,3 850 000
"Ostingevägen 20, Dalliden, Kils",59.492519464830416,13.329170330250495,150.0,945.0,62.0,0,0,6.0,1978,56 888,2 495 000
"Prästkragsvägen 46, Floda - Hästhagen, Lerums",57.8182671508,12.3537963862,124.0,928.0,146.0,1,0,5.0,1966,33 000,4 500 000
"Myrstigen 1, Högberget, Ludvika",60.1403897576,15.2026065995,101.0,1042.0,23.0,0,0,4.0,1959,24 409,875 000
"Torevägen 8, Hässelby Södra Villastad, Stockholms",59.377538774275735,17.807054078458997,127.0,1256.0,54.0,0,0,7.0,1928,29 152,6 450 000
"Långbo 7, Tortuna, Västerås",59.696981120184766,16.75903115686645,128.0,1881.0,None,1,0,5.0,1977,28 007,2 050 000
"Nordansjö 417, Hedemora, Hedemora",60.351987096023166,15.926747519401719,141.0,1715.0,20.0,0,0,6.0,1979,29 700,1 700 000
"Björkvägen 1, Kassaretorpet, Vänersborgs",58.36203551244787,12.35461919819908,178.0,872.0,50.0,1,1,5.0,1984,32 283,3 350 000
"Sjöfararevägen 6, Dalköpinge, Trelleborgs",55.363721510745634,13.220038549843288,163.0,536.0,None,0,0,6.0,1970,39 798,3 995 000
"Tallbacksvägen 14, Merlänna, Strängnäs",59.28274849234506,16.97910240777539,136.0,1412.0,35.0,0,0,5.0,1996,40 323,3 250 000
"Lövdalsvägen 21, Segeltorp, Huddinge",59.26461813947579,17.96204737729329,190.0,1144.0,35.0,1,0,7.0,1973,66 119,8 075 000
"Nybyggarvägen 11, Alfta, Ovanåkers",61.35464358952224,16.146279965317582,152.0,1247.0,49.0,1,0,5.0,1980,29 500,1 495 000
"Varavägen 2, Arentorp, Vara",58.24347992275191,12.874841180342706,110.0,780.0,79.0,1,0,5.0,1959,None,1 325 000
"Frostvägen 11, Billingssluttningen, Skövde",58.397293,13.822289,154.0,1053.0,37.0,1,1,5.0,1963,43 956,4 500 000
"Gyllenflyktsvägen 7, None, Hammarö",59.3228622388,13.4952875018,117.0,1450.0,85.0,0,0,6.0,1961,None,3 200 000
"Locketorp Krokebro 3, Fjället, Skövde",58.45305525715205,13.943580105305848,136.0,2343.0,30.0,0,0,5.0,1984,30 083,2 800 000
"Hallen Rumpberg 3560, Kilafors, Bollnäs",61.2132238139,16.5537372657,100.0,26110.0,10.0,0,0,4.0,1962,24 674,1 320 000
"Granbacken 6, Varekil, Orust",58.1199610811988,11.700570745997014,125.0,955.0,39.0,0,0,4.0,1988,44 043,3 400 000
"Fjällstigen 7, Tyresö, Tyresö",59.220501620089365,18.179470369117883,93.0,1400.0,72.0,0,0,5.0,1961,None,6 700 000
"Lundavägen 7, Lexe, Gävle",60.676471044279644,17.092358440832477,120.0,1615.0,90.0,1,0,6.0,1930,43 471,3 300 000
"Göteve Fridhem 1, Falköping, Falköpings",58.121059168346555,13.436841056772458,136.0,7098.0,15.0,0,0,5.0,1932,34 140,2 600 000
"Håskavägen 13, Håcksvik, Svenljunga",57.314020498925075,13.144602242476626,143.0,1874.0,70.0,1,0,5.0,1956,63 968,585 000
"Biskopsvrak 532, Stora Mellösa, Örebro",59.21193,15.6208134,119.0,2800.0,64.0,0,0,4.0,1945,32 136,1 430 000
"Snickartorpsvägen 7, Surahammar, Surahammars",59.6979231034386,16.2263056009085,121.0,581.0,5.0,0,0,5.0,1976,43 927,2 000 000
"Ringvägen 8, Asarum, Karlshamns",56.2119,14.8323145,80.0,1136.0,50.0,0,0,5.0,1950,42 520,1 350 000
"Björnåsvägen 69, Puketorp, Partille",57.7224426,12.0834589,84.0,734.0,108.0,0,0,5.0,1946,49 136,5 650 000
"Björnhammarvägen 9, Österåker Svinninge, Österåkers",59.4395676,18.2890759,146.0,1524.0,7.0,0,0,4.0,2001,43 992,7 100 000
"Hermelinvägen 3, Nolby, Sundsvalls",62.2880478,17.3660049,162.0,1235.0,100.0,0,0,7.0,1955,36 024,1 875 000
"Valås parkväg 41, Lindome, Mölndals",57.5876732,12.0820789,102.0,332.0,12.0,0,0,5.0,2000,27 690,5 100 000
"Yttersvängen 36, Kroppkärr, Karlstads",59.4019623,13.553731,121.0,853.0,33.0,0,0,5.0,1964,63 140,2 700 000
"Brännabbenvägen 25E, None, Lerums",57.8170776,12.4302711,123.0,628.0,None,0,0,4.0,1997,46 294,4 100 000
"Snipåsvägen 4, Tollered, Lerums",57.8187752,12.4220791,203.0,2539.0,67.0,0,0,6.0,1928,41 885,6 450 000
"Azaleastigen 16, Karlberg, Varbergs",57.1104546,12.2894869,148.0,682.0,None,0,0,6.0,1974,38 866,4 050 000
"Mjöhultsvägen 134, Allerum, Helsingborgs",56.1586,12.6792746,219.0,2621.0,119.0,0,0,6.0,1953,25 945,4 750 000
"Bäcktorpsvägen 13, Björknäs, Nacka",59.32236,18.2464676,194.0,700.0,42.0,0,0,7.0,1974,51 434,8 500 000
"Brunnhemsvägen 8, Stenstorp, Falköpings",58.271762069411,13.7091127842601,110.0,928.0,64.0,0,0,7.0,1947,33 435,1 700 000
"Uppåkravägen 17, Gnesta, Gnesta",59.0524826,17.2902184,151.0,744.0,53.0,0,0,5.0,1990,42 320,4 740 000
"Långsjön Via 31, Långsjön Via, Hudiksvalls",61.8338861356611,17.2293075504124,95.0,3679.0,None,0,0,4.0,1962,23 342,3 150 000
"Skyttekullsvägen 6, Läckeby, Kalmar",56.7818451,16.2936058,114.0,1500.0,61.0,0,0,4.0,1953,27 000,2 500 000
"Eric Börjessons väg 14, Kviberg, Göteborgs",57.7441254,12.0346842,124.0,307.0,None,0,0,5.0,2004,18 467,5 500 000
"Ängsgatan 3, None, Älmhults",56.5635033,14.147336,150.0,1965.0,60.0,0,0,5.0,1920,40 778,3 150 000
"Hossmo kyrkväg 12, Hossmo, Kalmar",56.6364937,16.2273273,159.0,1525.0,143.0,0,0,5.0,1938,28 025,5 500 000
"Örslösa Hökängen 1, Månslunda, Lidköpings",58.4942148224439,13.0313254986722,135.0,5222.0,None,0,0,4.0,1999,56 122,2 750 000
"Rosendalsvägen 5, Österskär/Tuna, Österåkers",59.4727821,18.3102169,134.0,632.0,None,0,0,5.0,1967,45 200,4 350 000
"Pershult 211, Våxtorp, Laholms",56.3825951,13.2584333,128.0,3367.0,None,0,0,7.0,1955,43 607,1 250 000
"Kanalvägen 1, Hamburgsund, Tanums",58.5555458,11.26783,120.0,321.0,None,0,0,5.0,2017,38 878,8 000 000
"Kraftgatan 5, None, Enköpings",59.6396942,17.069849,119.0,669.9,101.0,0,0,7.0,1948,56 172,4 275 000
"Källevägen 32, Gånghester, Borås",57.7032236938692,13.0294052566862,90.0,1110.0,90.0,0,0,5.0,1962,39 854,3 300 000
"Pressargatan 3, Malmaberg, Västerås",59.6229,16.5781765,220.0,904.0,115.0,0,0,8.0,1947,49 828,5 500 000
"Mandolinstigen 1, Asmundtorp- Munkebäck, Landskrona",55.8752513699,12.9466336447,107.0,1454.0,False,0,0,4.0,1964,31 616,2 750 000
"Munkarp 305, None, Höörs",55.9448327869,13.4622561766,170.0,1995.0,57.0,1,0,4.0,1945,30 615,2 200 000
"Dunkärrsgatan 23, Ramlösa, Helsingborgs",56.0192027182,12.7361099597,56.0,970.0,45.0,0,0,3.0,1934,34 099,2 160 000
"Violvägen 6, Väckelsång, Tingsryds",56.6338755917,14.9162365944,163.0,1024.0,False,0,0,6.0,1977,53 121,1 950 000
"Tessins väg 2, Norsholm, Norrköpings",58.5043204288,15.9759724605,135.0,669.0,29.0,1,0,None,1978,36 988,3 625 000
"Palmaers gata 8, Ryd, Linköpings",58.413147,15.55659,115.0,1084.0,135.0,0,0,4.0,1973,43 116,3 600 000
"Granitvägen 1, Frufällan, Borås",57.7836249547,12.9909952189,169.0,912.0,None,0,0,6.0,1988,59 237,4 425 000
"Hyacintvägen 8, Ulricehamn, Ulricehamns",57.7805862,13.4213572,164.0,863.0,None,0,0,6.0,1978,None,3 300 000
"Disponentvägen 21, Bureå, Skellefteå",64.6171104065,21.2152029725,133.0,1297.0,82.0,0,0,4.0,1958,38 442,1 925 000
"Hanaskogsvägen 522, None, Kristianstads",56.1243126972,14.0941502806,104.0,2281.0,59.0,0,0,3.0,1946,7 610,550 000
"Ättehagsvägen 5, Gribbylund, Täby",59.4577929728,18.0928737712,138.0,565.0,17.0,0,0,5.0,1983,48 061,7 200 000
"Södra Prästholm 795, Prästholm, Luleå",65.91704,22.1550484,147.0,2476.0,21.0,0,0,5.0,1985,45 655,1 370 000
"Bondegatan 3, Nyatorp, Halmstads",56.6750832,12.874897,120.0,721.0,120.0,0,0,5.0,1943,52 706,4 750 000
"Östra Kärrstorpsvägen 27, Sjöbo, Sjöbo",55.6828102728,13.7188715297,246.0,2257.0,False,0,0,6.0,1842,50 386,2 400 000
"Björkmans väg 7, Kvidinge, Åstorps",56.1521063941,13.0286050018,140.0,1875.0,124.0,1,0,4.0,1909,41 905,1 900 000
"Vännacka Tussebo 1, Karlanda, Årjängs",59.5501404551,12.1171813619,78.0,14255.0,33.0,1,0,None,1936,None,1 250 000
"Lövaskog 6, Äspered, Borås",57.74801,13.1841688,294.0,1602.0,57.0,0,0,7.0,2021,46 542,5 700 000
"Kvarndammsvägen 6, Mo, Ockelbo",60.9348735286,16.6716273552,80.0,1709.0,30.0,0,0,4.0,1909,24 750,620 000
"Njurunda-Långsjön 123, Njurunda, Sundsvalls",62.270565,17.245657,41.0,1459.0,None,0,0,2.0,1978,29 999,1 080 000
"Hallaliden 2, Röstånga, Svalövs",55.9983841265,13.2856350672,105.0,1480.0,9.0,1,0,4.0,1931,None,1 100 000
"Lagmansgatan 3, Marieholm, Eslövs",55.8651671696,13.1530093415,160.0,532.0,22.0,1,0,6.0,1909,41 684,1 950 000
"Hanstäppevägen 13, Hallstahammar, Hallstahammars",59.6195089995,16.2375480657,93.0,822.0,63.0,1,1,4.0,1948,46 879,2 050 000
"Terserusvägen 33, Bromma Kyrka, Stockholms",59.3563936419,17.9133766775,266.0,1159.0,34.0,1,1,11.0,1967,7 117,15 000 000
"Mejerigatan 28, Teckomatorp, Svalövs",55.871835337725,13.081744933353,90.0,576.0,False,0,0,4.0,2017,35 921,2 000 000
"Djura Nöbbele Ekholmen 1, Jät, Växjö",56.7081451,14.8324738,131.0,3130.0,None,0,0,6.0,1935,63 785,1 900 000
"Floxvägen 17, Bunkeflostrand, Malmö",55.5390244,12.9150743,56.0,553.0,14.0,0,0,2.0,1974,24 553,3 050 000
"Ladbolsvägen 9, Edsbro, Norrtälje",59.87275,18.46946,90.0,1920.0,False,0,0,3.0,1917,17 673,1 695 000
"Skepparegatan 51, Söder, Halmstads",56.6663628,12.8508177,104.0,430.8,52.0,0,0,3.0,1936,57 106,3 520 000
"Indalsvägen 68, None, Sundsvalls",62.5840034,17.0775585,64.0,710.0,None,0,0,3.0,1930,61 600,440 000
"Rödhällsvägen 13, Värmbol, Katrineholms",58.9889019548,16.1673437675,73.0,1209.0,73.0,1,0,4.0,1955,35 586,1 850 000
"Skogmansgatan 7, Stavre, Trollhättans",58.2827141919,12.3111706026,110.0,873.0,65.0,1,1,5.0,1953,36 934,2 905 000
"Stjärnfallsvägen 27, Sävast, Bodens",65.7634836283,21.732588537,None,1343.0,None,0,0,None,None,None,530 000
"Norra Ringvägen 13, Kosta, Lessebo",56.84660503418378,15.392856066757073,88.0,690.0,20.0,1,0,4.0,1965,30 500,475 000
"Storängsvägen 9, Sörvik, Ludvika",60.1826531959,15.1570311232,105.0,883.0,112.0,0,0,5.0,1973,50 800,2 325 000
"Bärstigen 5, Saxtorpsskogen, Landskrona",55.8306517393,12.9463531941,80.0,1563.0,9.0,0,0,3.0,1962,None,2 495 000
"Sotsvedsvägen 6, None, Surahammars",59.716344935419066,16.232947863619046,102.0,947.0,None,0,0,4.0,1974,22 791,1 720 000
"Grinden 140, None, Lilla Edets",58.13174960000001,12.0682748,98.0,2746.0,10.0,0,0,3.0,1931,25 737,2 600 000
"Lundenvägen 1, Jönköping, Jönköpings",57.6966459391118,14.184398143917624,74.0,1199.0,74.0,0,0,3.0,1944,37 500,2 400 000
"Myrkantsvägen 9, Bomhus, Gävle",60.67059896041857,17.212497380593682,123.0,776.0,143.0,1,0,5.0,1977,50 500,3 920 000
"Magasinsvägen 3, Mariefred, Strängnäs",59.25393754282447,17.181773468825213,141.0,239.0,22.0,0,0,5.0,2003,50 186,5 550 000
"Höggeröd 676, Henån, Orust",58.27330282978535,11.755178583804032,104.0,2119.0,98.0,0,0,5.0,1969,43 676,2 550 000
"Hampmyrvägen 35, Alvik/långnäs, Luleå",65.5654256986,21.7889934584,97.0,1180.0,71.0,0,0,3.0,1975,34 472,2 000 000
"Varavägen 21, Vedum, Vara",58.17584252597532,13.00084058306196,245.0,1500.0,None,1,1,10.0,1948,52 800,1 550 000
"Fiskarevägen 2, Triangelområdet, Kiruna",67.84913727487009,20.25175344431795,104.0,500.0,60.0,0,0,5.0,1957,40 871,2 100 000
"Groland 231, Spekeröd, Stenungsunds",58.012321112783525,11.880000266769922,135.0,4240.0,115.0,0,0,4.0,1967,23 438,1 500 000
"Ersta 129, Tierp, Tierps",60.382877679068066,17.54071291524837,103.0,2250.0,19.0,0,0,3.0,1974,None,1 120 000
"Vargnäs Åsledsvägen 31, Leksand, Leksands",60.75723508855851,15.035283792850326,117.0,2827.0,117.0,0,0,7.0,1980,51 819,2 900 000
"Skivbrytarevägen 5A, Grängesberg, Ludvika",60.07428464036321,14.975546510180257,116.0,1090.0,55.0,1,1,6.0,1943,36 187,887 500
"Taggsvampstigen 13, Bryngelstorp, Nyköpings",58.7592473443,17.074027605,135.0,415.0,26.0,0,0,7.0,1973,57 120,2 600 000
"Kungsbergsvägen 24, Kungsberget, Sandvikens",60.763651215229565,16.52018339657531,120.0,2035.0,None,0,0,4.0,1966,34 455,1 775 000
"Lappvattnet 9, Lappvattnet, Skellefteå",64.51980193773667,20.81597645696142,98.0,960.0,24.0,0,0,3.0,1909,39 323,390 000
"Jungfrugatan 9, By, Smedjebackens",60.1439550794,15.426857539,175.0,1143.0,82.0,0,0,7.0,1906 - 1910,34 706,2 100 000
"Trädgårdstorpsvägen 5A, Tullinge Parkhem, Botkyrka",59.21521087308293,17.88447414025754,149.0,1195.0,None,1,0,5.0,1991,52 372,5 700 000
"Bergomsvägen 9, Hälledal, Härnösands",62.80459966473741,17.85900947754714,103.0,1230.0,125.0,1,0,6.0,1969,29 004,700 000
"Örebyvägen 17A, Saxtorpsskogen, Landskrona",55.8301081033,12.9342847779,130.0,1440.0,20.0,0,0,4.0,2019,44 565,5 000 000
"Klostergatan 19, Trälleborg, Värnamo",57.18746212936873,14.024958222923305,110.0,844.0,75.0,0,0,5.0,1962,None,1 900 000
"Majeldsvägen 2, Timmele, Ulricehamns",57.85880647066656,13.430288327589796,180.0,1426.0,90.0,1,1,6.0,1939,45 639,1 500 000
"Norra Stugvägen 69, Grönklitt, Orsa",61.2080603066,14.5357440187,55.0,None,None,0,0,4.0,1977,None,151 000
"Tallåsen 3, Husum, Örnsköldsviks",63.33287576218521,19.165394680938878,118.0,1878.0,95.0,1,1,4.0,1933,33 606,710 000
"Järle Byväg 10, Järle, Örebro",59.46381472712567,15.150831717230645,280.0,3827.0,18.0,0,0,9.0,1911,None,4 900 000
"Horda Sjöanäs 5, Moheda, Alvesta",56.98453402182855,14.622190126080463,79.0,1122.0,20.0,0,0,3.0,1992,26 705,1 020 000
"Akademivägen 3, Alunda, Östhammars",60.06983656626264,18.083615619337984,112.0,985.0,142.0,0,0,6.0,1972,57 821,2 400 000
